filename,species,call_type
brown_tinamou_010.wav,Brown Tinamou,song
brown_tinamou_011.wav,Brown Tinamou,song
brown_tinamou_012.wav,Brown Tinamou,song
brown_tinamou_013.wav,Brown Tinamou,song
brown_tinamou_014.wav,Brown Tinamou,song
brown_tinamou_015.wav,Brown Tinamou,song
brown_tinamou_016.wav,Brown Tinamou,song
brown_tinamou_017.wav,Brown Tinamou,song
brown_tinamou_018.wav,Brown Tinamou,song
brown_tinamou_019.wav,Brown Tinamou,song
brown_tinamou_020.wav,Brown Tinamou,song
brown_tinamou_021.wav,Brown Tinamou,song
brown_tinamou_022.wav,Brown Tinamou,song
brown_tinamou_023.wav,Brown Tinamou,song
brown_tinamou_024.wav,Brown Tinamou,song
brown_tinamou_025.wav,Brown Tinamou,song
brown_tinamou_026.wav,Brown Tinamou,song
brown_tinamou_027.wav,Brown Tinamou,song
brown_tinamou_028.wav,Brown Tinamou,song
brown_tinamou_029.wav,Brown Tinamou,song
brown_tinamou_030.wav,Brown Tinamou,song
brown_tinamou_031.wav,Brown Tinamou,song
brown_tinamou_032.wav,Brown Tinamou,song
brown_tinamou_033.wav,Brown Tinamou,song
brown_tinamou_034.wav,Brown Tinamou,song
brown_tinamou_035.wav,Brown Tinamou,song
brown_tinamou_036.wav,Brown Tinamou,song
brown_tinamou_037.wav,Brown Tinamou,song
brown_tinamou_038.wav,Brown Tinamou,song
brown_tinamou_039.wav,Brown Tinamou,song
brown_tinamou_040.wav,Brown Tinamou,song
brown_tinamou_041.wav,Brown Tinamou,song
brown_tinamou_042.wav,Brown Tinamou,song
brown_tinamou_043.wav,Brown Tinamou,song
brown_tinamou_044.wav,Brown Tinamou,song
brown_tinamou_045.wav,Brown Tinamou,song
brown_tinamou_046.wav,Brown Tinamou,song
brown_tinamou_047.wav,Brown Tinamou,song
brown_tinamou_048.wav,Brown Tinamou,song
brown_tinamou_049.wav,Brown Tinamou,song
brown_tinamou_050.wav,Brown Tinamou,song
brown_tinamou_051.wav,Brown Tinamou,song
brown_tinamou_052.wav,Brown Tinamou,song
brown_tinamou_053.wav,Brown Tinamou,song
brown_tinamou_054.wav,Brown Tinamou,song
brown_tinamou_055.wav,Brown Tinamou,song
brown_tinamou_056.wav,Brown Tinamou,song
brown_tinamou_057.wav,Brown Tinamou,song
brown_tinamou_058.wav,Brown Tinamou,song
brown_tinamou_059.wav,Brown Tinamou,song
brown_tinamou_060.wav,Brown Tinamou,song
brown_tinamou_061.wav,Brown Tinamou,song
brown_tinamou_062.wav,Brown Tinamou,song
brown_tinamou_063.wav,Brown Tinamou,song
brown_tinamou_064.wav,Brown Tinamou,song
brown_tinamou_065.wav,Brown Tinamou,song
brown_tinamou_066.wav,Brown Tinamou,song
brown_tinamou_067.wav,Brown Tinamou,song
brown_tinamou_068.wav,Brown Tinamou,song
brown_tinamou_069.wav,Brown Tinamou,song
brown_tinamou_070.wav,Brown Tinamou,song
brown_tinamou_071.wav,Brown Tinamou,song
brown_tinamou_072.wav,Brown Tinamou,song
brown_tinamou_073.wav,Brown Tinamou,song
brown_tinamou_074.wav,Brown Tinamou,song
brown_tinamou_075.wav,Brown Tinamou,song
brown_tinamou_076.wav,Brown Tinamou,song
brown_tinamou_077.wav,Brown Tinamou,song
brown_tinamou_078.wav,Brown Tinamou,song
brown_tinamou_079.wav,Brown Tinamou,song
brown_tinamou_080.wav,Brown Tinamou,song
brown_tinamou_081.wav,Brown Tinamou,song
brown_tinamou_082.wav,Brown Tinamou,song
brown_tinamou_083.wav,Brown Tinamou,song
brown_tinamou_084.wav,Brown Tinamou,song
brown_tinamou_085.wav,Brown Tinamou,song
brown_tinamou_086.wav,Brown Tinamou,song
brown_tinamou_087.wav,Brown Tinamou,song
brown_tinamou_088.wav,Brown Tinamou,song
brown_tinamou_089.wav,Brown Tinamou,song
brown_tinamou_090.wav,Brown Tinamou,song
brown_tinamou_091.wav,Brown Tinamou,song
brown_tinamou_092.wav,Brown Tinamou,song
brown_tinamou_093.wav,Brown Tinamou,song
brown_tinamou_094.wav,Brown Tinamou,song
brown_tinamou_095.wav,Brown Tinamou,song
brown_tinamou_096.wav,Brown Tinamou,song
brown_tinamou_097.wav,Brown Tinamou,song
brown_tinamou_098.wav,Brown Tinamou,song
brown_tinamou_099.wav,Brown Tinamou,song
undulated_tinamou_000.wav,Undulated Tinamou,song
undulated_tinamou_001.wav,Undulated Tinamou,song
undulated_tinamou_002.wav,Undulated Tinamou,song
undulated_tinamou_003.wav,Undulated Tinamou,song
undulated_tinamou_004.wav,Undulated Tinamou,song
undulated_tinamou_005.wav,Undulated Tinamou,song
undulated_tinamou_006.wav,Undulated Tinamou,song
undulated_tinamou_007.wav,Undulated Tinamou,song
undulated_tinamou_008.wav,Undulated Tinamou,song
undulated_tinamou_009.wav,Undulated Tinamou,song
undulated_tinamou_010.wav,Undulated Tinamou,song
undulated_tinamou_011.wav,Undulated Tinamou,song
undulated_tinamou_012.wav,Undulated Tinamou,song
undulated_tinamou_013.wav,Undulated Tinamou,song
undulated_tinamou_014.wav,Undulated Tinamou,song
undulated_tinamou_015.wav,Undulated Tinamou,song
undulated_tinamou_016.wav,Undulated Tinamou,song
undulated_tinamou_017.wav,Undulated Tinamou,song
undulated_tinamou_018.wav,Undulated Tinamou,song
undulated_tinamou_019.wav,Undulated Tinamou,song
undulated_tinamou_020.wav,Undulated Tinamou,song
undulated_tinamou_021.wav,Undulated Tinamou,song
undulated_tinamou_022.wav,Undulated Tinamou,song
undulated_tinamou_023.wav,Undulated Tinamou,song
undulated_tinamou_024.wav,Undulated Tinamou,song
undulated_tinamou_025.wav,Undulated Tinamou,song
undulated_tinamou_026.wav,Undulated Tinamou,song
undulated_tinamou_027.wav,Undulated Tinamou,song
undulated_tinamou_028.wav,Undulated Tinamou,song
undulated_tinamou_029.wav,Undulated Tinamou,song
undulated_tinamou_030.wav,Undulated Tinamou,song
undulated_tinamou_031.wav,Undulated Tinamou,song
undulated_tinamou_032.wav,Undulated Tinamou,song
undulated_tinamou_033.wav,Undulated Tinamou,song
undulated_tinamou_034.wav,Undulated Tinamou,song
undulated_tinamou_035.wav,Undulated Tinamou,song
undulated_tinamou_036.wav,Undulated Tinamou,song
undulated_tinamou_037.wav,Undulated Tinamou,song
undulated_tinamou_038.wav,Undulated Tinamou,song
undulated_tinamou_039.wav,Undulated Tinamou,song
undulated_tinamou_040.wav,Undulated Tinamou,song
undulated_tinamou_041.wav,Undulated Tinamou,song
undulated_tinamou_042.wav,Undulated Tinamou,song
undulated_tinamou_043.wav,Undulated Tinamou,song
undulated_tinamou_044.wav,Undulated Tinamou,song
undulated_tinamou_045.wav,Undulated Tinamou,song
undulated_tinamou_046.wav,Undulated Tinamou,song
undulated_tinamou_047.wav,Undulated Tinamou,song
undulated_tinamou_048.wav,Undulated Tinamou,song
undulated_tinamou_049.wav,Undulated Tinamou,song
undulated_tinamou_050.wav,Undulated Tinamou,song
undulated_tinamou_051.wav,Undulated Tinamou,song
undulated_tinamou_052.wav,Undulated Tinamou,song
undulated_tinamou_053.wav,Undulated Tinamou,song
undulated_tinamou_054.wav,Undulated Tinamou,song
undulated_tinamou_055.wav,Undulated Tinamou,song
undulated_tinamou_056.wav,Undulated Tinamou,song
undulated_tinamou_057.wav,Undulated Tinamou,song
undulated_tinamou_058.wav,Undulated Tinamou,song
undulated_tinamou_059.wav,Undulated Tinamou,song
undulated_tinamou_060.wav,Undulated Tinamou,song
undulated_tinamou_061.wav,Undulated Tinamou,song
undulated_tinamou_062.wav,Undulated Tinamou,song
undulated_tinamou_063.wav,Undulated Tinamou,song
undulated_tinamou_064.wav,Undulated Tinamou,song
undulated_tinamou_065.wav,Undulated Tinamou,song
undulated_tinamou_066.wav,Undulated Tinamou,song
undulated_tinamou_067.wav,Undulated Tinamou,song
undulated_tinamou_068.wav,Undulated Tinamou,song
undulated_tinamou_069.wav,Undulated Tinamou,song
undulated_tinamou_070.wav,Undulated Tinamou,song
undulated_tinamou_071.wav,Undulated Tinamou,song
undulated_tinamou_072.wav,Undulated Tinamou,song
undulated_tinamou_073.wav,Undulated Tinamou,song
undulated_tinamou_074.wav,Undulated Tinamou,song
undulated_tinamou_075.wav,Undulated Tinamou,song
undulated_tinamou_076.wav,Undulated Tinamou,song
undulated_tinamou_077.wav,Undulated Tinamou,song
undulated_tinamou_078.wav,Undulated Tinamou,song
undulated_tinamou_079.wav,Undulated Tinamou,song
undulated_tinamou_080.wav,Undulated Tinamou,song
undulated_tinamou_081.wav,Undulated Tinamou,song
undulated_tinamou_082.wav,Undulated Tinamou,song
undulated_tinamou_083.wav,Undulated Tinamou,song
undulated_tinamou_084.wav,Undulated Tinamou,song
undulated_tinamou_085.wav,Undulated Tinamou,song
undulated_tinamou_086.wav,Undulated Tinamou,song
undulated_tinamou_087.wav,Undulated Tinamou,song
undulated_tinamou_088.wav,Undulated Tinamou,song
undulated_tinamou_089.wav,Undulated Tinamou,song
undulated_tinamou_090.wav,Undulated Tinamou,song
undulated_tinamou_091.wav,Undulated Tinamou,song
undulated_tinamou_092.wav,Undulated Tinamou,song
undulated_tinamou_093.wav,Undulated Tinamou,song
undulated_tinamou_094.wav,Undulated Tinamou,song
undulated_tinamou_095.wav,Undulated Tinamou,song
undulated_tinamou_096.wav,Undulated Tinamou,song
undulated_tinamou_097.wav,Undulated Tinamou,song
undulated_tinamou_098.wav,Undulated Tinamou,song
undulated_tinamou_099.wav,Undulated Tinamou,song
black-capped_tinamou_000.wav,Black-capped Tinamou,call
black-capped_tinamou_001.wav,Black-capped Tinamou,call
black-capped_tinamou_002.wav,Black-capped Tinamou,call
black-capped_tinamou_003.wav,Black-capped Tinamou,call
black-capped_tinamou_004.wav,Black-capped Tinamou,call
black-capped_tinamou_005.wav,Black-capped Tinamou,call
black-capped_tinamou_006.wav,Black-capped Tinamou,call
black-capped_tinamou_007.wav,Black-capped Tinamou,call
black-capped_tinamou_008.wav,Black-capped Tinamou,call
black-capped_tinamou_009.wav,Black-capped Tinamou,call
black-capped_tinamou_010.wav,Black-capped Tinamou,call
black-capped_tinamou_011.wav,Black-capped Tinamou,call
black-capped_tinamou_012.wav,Black-capped Tinamou,call
black-capped_tinamou_013.wav,Black-capped Tinamou,call
black-capped_tinamou_014.wav,Black-capped Tinamou,call
black-capped_tinamou_015.wav,Black-capped Tinamou,call
black-capped_tinamou_016.wav,Black-capped Tinamou,call
black-capped_tinamou_017.wav,Black-capped Tinamou,call
black-capped_tinamou_018.wav,Black-capped Tinamou,call
black-capped_tinamou_019.wav,Black-capped Tinamou,call
black-capped_tinamou_020.wav,Black-capped Tinamou,call
black-capped_tinamou_021.wav,Black-capped Tinamou,call
black-capped_tinamou_022.wav,Black-capped Tinamou,call
black-capped_tinamou_023.wav,Black-capped Tinamou,call
black-capped_tinamou_024.wav,Black-capped Tinamou,call
black-capped_tinamou_025.wav,Black-capped Tinamou,call
black-capped_tinamou_026.wav,Black-capped Tinamou,call
black-capped_tinamou_027.wav,Black-capped Tinamou,call
black-capped_tinamou_028.wav,Black-capped Tinamou,call
black-capped_tinamou_029.wav,Black-capped Tinamou,call
black-capped_tinamou_030.wav,Black-capped Tinamou,call
black-capped_tinamou_031.wav,Black-capped Tinamou,call
black-capped_tinamou_032.wav,Black-capped Tinamou,call
black-capped_tinamou_033.wav,Black-capped Tinamou,call
black-capped_tinamou_034.wav,Black-capped Tinamou,call
black-capped_tinamou_035.wav,Black-capped Tinamou,call
black-capped_tinamou_036.wav,Black-capped Tinamou,call
black-capped_tinamou_037.wav,Black-capped Tinamou,call
black-capped_tinamou_038.wav,Black-capped Tinamou,call
black-capped_tinamou_039.wav,Black-capped Tinamou,call
black-capped_tinamou_040.wav,Black-capped Tinamou,call
black-capped_tinamou_041.wav,Black-capped Tinamou,call
black-capped_tinamou_042.wav,Black-capped Tinamou,call
black-capped_tinamou_043.wav,Black-capped Tinamou,call
black-capped_tinamou_044.wav,Black-capped Tinamou,call
black-capped_tinamou_045.wav,Black-capped Tinamou,call
black-capped_tinamou_046.wav,Black-capped Tinamou,call
black-capped_tinamou_047.wav,Black-capped Tinamou,call
black-capped_tinamou_048.wav,Black-capped Tinamou,call
black-capped_tinamou_049.wav,Black-capped Tinamou,call
black-capped_tinamou_050.wav,Black-capped Tinamou,call
black-capped_tinamou_051.wav,Black-capped Tinamou,call
black-capped_tinamou_052.wav,Black-capped Tinamou,call
black-capped_tinamou_053.wav,Black-capped Tinamou,call
black-capped_tinamou_054.wav,Black-capped Tinamou,call
black-capped_tinamou_055.wav,Black-capped Tinamou,call
black-capped_tinamou_056.wav,Black-capped Tinamou,call
black-capped_tinamou_057.wav,Black-capped Tinamou,call
black-capped_tinamou_058.wav,Black-capped Tinamou,call
black-capped_tinamou_059.wav,Black-capped Tinamou,call
black-capped_tinamou_060.wav,Black-capped Tinamou,call
black-capped_tinamou_061.wav,Black-capped Tinamou,call
black-capped_tinamou_062.wav,Black-capped Tinamou,call
black-capped_tinamou_063.wav,Black-capped Tinamou,call
black-capped_tinamou_064.wav,Black-capped Tinamou,call
black-capped_tinamou_065.wav,Black-capped Tinamou,call
black-capped_tinamou_066.wav,Black-capped Tinamou,call
black-capped_tinamou_067.wav,Black-capped Tinamou,call
black-capped_tinamou_068.wav,Black-capped Tinamou,call
black-capped_tinamou_069.wav,Black-capped Tinamou,call
black-capped_tinamou_070.wav,Black-capped Tinamou,call
black-capped_tinamou_071.wav,Black-capped Tinamou,call
black-capped_tinamou_072.wav,Black-capped Tinamou,call
black-capped_tinamou_073.wav,Black-capped Tinamou,call
black-capped_tinamou_074.wav,Black-capped Tinamou,call
black-capped_tinamou_075.wav,Black-capped Tinamou,call
black-capped_tinamou_076.wav,Black-capped Tinamou,call
black-capped_tinamou_077.wav,Black-capped Tinamou,call
black-capped_tinamou_078.wav,Black-capped Tinamou,call
black-capped_tinamou_079.wav,Black-capped Tinamou,call
black-capped_tinamou_080.wav,Black-capped Tinamou,call
black-capped_tinamou_081.wav,Black-capped Tinamou,call
black-capped_tinamou_082.wav,Black-capped Tinamou,call
black-capped_tinamou_083.wav,Black-capped Tinamou,call
black-capped_tinamou_084.wav,Black-capped Tinamou,call
black-capped_tinamou_085.wav,Black-capped Tinamou,call
black-capped_tinamou_086.wav,Black-capped Tinamou,call
black-capped_tinamou_087.wav,Black-capped Tinamou,call
black-capped_tinamou_088.wav,Black-capped Tinamou,call
black-capped_tinamou_089.wav,Black-capped Tinamou,call
black-capped_tinamou_090.wav,Black-capped Tinamou,call
black-capped_tinamou_091.wav,Black-capped Tinamou,call
black-capped_tinamou_092.wav,Black-capped Tinamou,call
black-capped_tinamou_093.wav,Black-capped Tinamou,call
black-capped_tinamou_094.wav,Black-capped Tinamou,call
black-capped_tinamou_095.wav,Black-capped Tinamou,call
black-capped_tinamou_096.wav,Black-capped Tinamou,call
black-capped_tinamou_097.wav,Black-capped Tinamou,call
black-capped_tinamou_098.wav,Black-capped Tinamou,call
black-capped_tinamou_099.wav,Black-capped Tinamou,call
thicket_tinamou_000.wav,Thicket Tinamou,song
thicket_tinamou_001.wav,Thicket Tinamou,song
thicket_tinamou_002.wav,Thicket Tinamou,song
thicket_tinamou_003.wav,Thicket Tinamou,song
thicket_tinamou_004.wav,Thicket Tinamou,song
thicket_tinamou_005.wav,Thicket Tinamou,song
thicket_tinamou_006.wav,Thicket Tinamou,song
thicket_tinamou_007.wav,Thicket Tinamou,song
thicket_tinamou_008.wav,Thicket Tinamou,song
thicket_tinamou_009.wav,Thicket Tinamou,song
thicket_tinamou_010.wav,Thicket Tinamou,song
thicket_tinamou_011.wav,Thicket Tinamou,song
thicket_tinamou_012.wav,Thicket Tinamou,song
thicket_tinamou_013.wav,Thicket Tinamou,song
thicket_tinamou_014.wav,Thicket Tinamou,song
thicket_tinamou_015.wav,Thicket Tinamou,song
thicket_tinamou_016.wav,Thicket Tinamou,song
thicket_tinamou_017.wav,Thicket Tinamou,song
thicket_tinamou_018.wav,Thicket Tinamou,song
thicket_tinamou_019.wav,Thicket Tinamou,song
thicket_tinamou_020.wav,Thicket Tinamou,song
thicket_tinamou_021.wav,Thicket Tinamou,song
thicket_tinamou_022.wav,Thicket Tinamou,song
thicket_tinamou_023.wav,Thicket Tinamou,song
thicket_tinamou_024.wav,Thicket Tinamou,song
thicket_tinamou_025.wav,Thicket Tinamou,song
thicket_tinamou_026.wav,Thicket Tinamou,song
thicket_tinamou_027.wav,Thicket Tinamou,song
thicket_tinamou_028.wav,Thicket Tinamou,song
thicket_tinamou_029.wav,Thicket Tinamou,song
thicket_tinamou_030.wav,Thicket Tinamou,song
thicket_tinamou_031.wav,Thicket Tinamou,song
thicket_tinamou_032.wav,Thicket Tinamou,song
thicket_tinamou_033.wav,Thicket Tinamou,song
thicket_tinamou_034.wav,Thicket Tinamou,song
thicket_tinamou_035.wav,Thicket Tinamou,song
thicket_tinamou_036.wav,Thicket Tinamou,song
thicket_tinamou_037.wav,Thicket Tinamou,song
thicket_tinamou_038.wav,Thicket Tinamou,song
thicket_tinamou_039.wav,Thicket Tinamou,song
thicket_tinamou_040.wav,Thicket Tinamou,song
thicket_tinamou_041.wav,Thicket Tinamou,song
thicket_tinamou_042.wav,Thicket Tinamou,song
thicket_tinamou_043.wav,Thicket Tinamou,song
thicket_tinamou_044.wav,Thicket Tinamou,song
thicket_tinamou_045.wav,Thicket Tinamou,song
thicket_tinamou_046.wav,Thicket Tinamou,song
thicket_tinamou_047.wav,Thicket Tinamou,song
thicket_tinamou_048.wav,Thicket Tinamou,song
thicket_tinamou_049.wav,Thicket Tinamou,song
thicket_tinamou_050.wav,Thicket Tinamou,song
thicket_tinamou_051.wav,Thicket Tinamou,song
thicket_tinamou_052.wav,Thicket Tinamou,song
thicket_tinamou_053.wav,Thicket Tinamou,song
thicket_tinamou_054.wav,Thicket Tinamou,song
thicket_tinamou_055.wav,Thicket Tinamou,song
thicket_tinamou_056.wav,Thicket Tinamou,song
thicket_tinamou_057.wav,Thicket Tinamou,song
thicket_tinamou_058.wav,Thicket Tinamou,song
thicket_tinamou_059.wav,Thicket Tinamou,song
thicket_tinamou_060.wav,Thicket Tinamou,song
thicket_tinamou_061.wav,Thicket Tinamou,song
thicket_tinamou_062.wav,Thicket Tinamou,song
thicket_tinamou_063.wav,Thicket Tinamou,song
thicket_tinamou_064.wav,Thicket Tinamou,song
thicket_tinamou_065.wav,Thicket Tinamou,song
thicket_tinamou_066.wav,Thicket Tinamou,song
thicket_tinamou_067.wav,Thicket Tinamou,song
thicket_tinamou_068.wav,Thicket Tinamou,song
thicket_tinamou_069.wav,Thicket Tinamou,song
thicket_tinamou_070.wav,Thicket Tinamou,song
thicket_tinamou_071.wav,Thicket Tinamou,song
thicket_tinamou_072.wav,Thicket Tinamou,song
thicket_tinamou_073.wav,Thicket Tinamou,song
thicket_tinamou_074.wav,Thicket Tinamou,song
thicket_tinamou_075.wav,Thicket Tinamou,song
thicket_tinamou_076.wav,Thicket Tinamou,song
thicket_tinamou_077.wav,Thicket Tinamou,song
thicket_tinamou_078.wav,Thicket Tinamou,song
thicket_tinamou_079.wav,Thicket Tinamou,song
thicket_tinamou_080.wav,Thicket Tinamou,song
thicket_tinamou_081.wav,Thicket Tinamou,song
thicket_tinamou_082.wav,Thicket Tinamou,song
thicket_tinamou_083.wav,Thicket Tinamou,song
thicket_tinamou_084.wav,Thicket Tinamou,song
thicket_tinamou_085.wav,Thicket Tinamou,song
thicket_tinamou_086.wav,Thicket Tinamou,song
thicket_tinamou_087.wav,Thicket Tinamou,song
thicket_tinamou_088.wav,Thicket Tinamou,song
thicket_tinamou_089.wav,Thicket Tinamou,song
thicket_tinamou_090.wav,Thicket Tinamou,song
thicket_tinamou_091.wav,Thicket Tinamou,song
thicket_tinamou_092.wav,Thicket Tinamou,song
thicket_tinamou_093.wav,Thicket Tinamou,song
thicket_tinamou_094.wav,Thicket Tinamou,song
thicket_tinamou_095.wav,Thicket Tinamou,song
thicket_tinamou_096.wav,Thicket Tinamou,song
thicket_tinamou_097.wav,Thicket Tinamou,song
thicket_tinamou_098.wav,Thicket Tinamou,song
thicket_tinamou_099.wav,Thicket Tinamou,song
choco_tinamou_000.wav,Choco Tinamou,song
choco_tinamou_001.wav,Choco Tinamou,song
choco_tinamou_002.wav,Choco Tinamou,song
choco_tinamou_003.wav,Choco Tinamou,song
choco_tinamou_004.wav,Choco Tinamou,song
choco_tinamou_005.wav,Choco Tinamou,song
choco_tinamou_006.wav,Choco Tinamou,song
choco_tinamou_007.wav,Choco Tinamou,song
choco_tinamou_008.wav,Choco Tinamou,song
choco_tinamou_009.wav,Choco Tinamou,song
choco_tinamou_010.wav,Choco Tinamou,song
choco_tinamou_011.wav,Choco Tinamou,song
choco_tinamou_012.wav,Choco Tinamou,song
choco_tinamou_013.wav,Choco Tinamou,song
choco_tinamou_014.wav,Choco Tinamou,song
choco_tinamou_015.wav,Choco Tinamou,song
choco_tinamou_016.wav,Choco Tinamou,song
choco_tinamou_017.wav,Choco Tinamou,song
choco_tinamou_018.wav,Choco Tinamou,song
choco_tinamou_019.wav,Choco Tinamou,song
choco_tinamou_020.wav,Choco Tinamou,song
choco_tinamou_021.wav,Choco Tinamou,song
choco_tinamou_022.wav,Choco Tinamou,song
choco_tinamou_023.wav,Choco Tinamou,song
choco_tinamou_024.wav,Choco Tinamou,song
choco_tinamou_025.wav,Choco Tinamou,song
choco_tinamou_026.wav,Choco Tinamou,song
choco_tinamou_027.wav,Choco Tinamou,song
choco_tinamou_028.wav,Choco Tinamou,song
choco_tinamou_029.wav,Choco Tinamou,song
choco_tinamou_030.wav,Choco Tinamou,song
choco_tinamou_031.wav,Choco Tinamou,song
choco_tinamou_032.wav,Choco Tinamou,song
choco_tinamou_033.wav,Choco Tinamou,song
choco_tinamou_034.wav,Choco Tinamou,song
choco_tinamou_035.wav,Choco Tinamou,song
choco_tinamou_036.wav,Choco Tinamou,song
choco_tinamou_037.wav,Choco Tinamou,song
choco_tinamou_038.wav,Choco Tinamou,song
choco_tinamou_039.wav,Choco Tinamou,song
choco_tinamou_040.wav,Choco Tinamou,song
choco_tinamou_041.wav,Choco Tinamou,song
choco_tinamou_042.wav,Choco Tinamou,song
choco_tinamou_043.wav,Choco Tinamou,song
choco_tinamou_044.wav,Choco Tinamou,song
choco_tinamou_045.wav,Choco Tinamou,song
choco_tinamou_046.wav,Choco Tinamou,song
choco_tinamou_047.wav,Choco Tinamou,song
choco_tinamou_048.wav,Choco Tinamou,song
choco_tinamou_049.wav,Choco Tinamou,song
choco_tinamou_050.wav,Choco Tinamou,song
choco_tinamou_051.wav,Choco Tinamou,song
choco_tinamou_052.wav,Choco Tinamou,song
choco_tinamou_053.wav,Choco Tinamou,song
choco_tinamou_054.wav,Choco Tinamou,song
choco_tinamou_055.wav,Choco Tinamou,song
choco_tinamou_056.wav,Choco Tinamou,song
choco_tinamou_057.wav,Choco Tinamou,song
choco_tinamou_058.wav,Choco Tinamou,song
choco_tinamou_059.wav,Choco Tinamou,song
choco_tinamou_060.wav,Choco Tinamou,song
choco_tinamou_061.wav,Choco Tinamou,song
choco_tinamou_062.wav,Choco Tinamou,song
choco_tinamou_063.wav,Choco Tinamou,song
choco_tinamou_064.wav,Choco Tinamou,song
choco_tinamou_065.wav,Choco Tinamou,song
choco_tinamou_066.wav,Choco Tinamou,song
choco_tinamou_067.wav,Choco Tinamou,song
choco_tinamou_068.wav,Choco Tinamou,song
choco_tinamou_069.wav,Choco Tinamou,song
choco_tinamou_070.wav,Choco Tinamou,song
choco_tinamou_071.wav,Choco Tinamou,song
choco_tinamou_072.wav,Choco Tinamou,song
choco_tinamou_073.wav,Choco Tinamou,song
choco_tinamou_074.wav,Choco Tinamou,song
choco_tinamou_075.wav,Choco Tinamou,song
choco_tinamou_076.wav,Choco Tinamou,song
choco_tinamou_077.wav,Choco Tinamou,song
choco_tinamou_078.wav,Choco Tinamou,song
choco_tinamou_079.wav,Choco Tinamou,song
choco_tinamou_080.wav,Choco Tinamou,song
choco_tinamou_081.wav,Choco Tinamou,song
choco_tinamou_082.wav,Choco Tinamou,song
choco_tinamou_083.wav,Choco Tinamou,song
choco_tinamou_084.wav,Choco Tinamou,song
choco_tinamou_085.wav,Choco Tinamou,song
choco_tinamou_086.wav,Choco Tinamou,song
choco_tinamou_087.wav,Choco Tinamou,song
choco_tinamou_088.wav,Choco Tinamou,song
choco_tinamou_089.wav,Choco Tinamou,song
choco_tinamou_090.wav,Choco Tinamou,song
choco_tinamou_091.wav,Choco Tinamou,song
choco_tinamou_092.wav,Choco Tinamou,song
choco_tinamou_093.wav,Choco Tinamou,song
choco_tinamou_094.wav,Choco Tinamou,song
choco_tinamou_095.wav,Choco Tinamou,song
choco_tinamou_096.wav,Choco Tinamou,song
choco_tinamou_097.wav,Choco Tinamou,song
choco_tinamou_098.wav,Choco Tinamou,song
choco_tinamou_099.wav,Choco Tinamou,song
bartlett's_tinamou_000.wav,Bartlett's Tinamou,song
bartlett's_tinamou_001.wav,Bartlett's Tinamou,song
bartlett's_tinamou_002.wav,Bartlett's Tinamou,song
bartlett's_tinamou_003.wav,Bartlett's Tinamou,song
bartlett's_tinamou_004.wav,Bartlett's Tinamou,song
bartlett's_tinamou_005.wav,Bartlett's Tinamou,song
bartlett's_tinamou_006.wav,Bartlett's Tinamou,song
bartlett's_tinamou_007.wav,Bartlett's Tinamou,song
bartlett's_tinamou_008.wav,Bartlett's Tinamou,song
bartlett's_tinamou_009.wav,Bartlett's Tinamou,song
bartlett's_tinamou_010.wav,Bartlett's Tinamou,song
bartlett's_tinamou_011.wav,Bartlett's Tinamou,song
bartlett's_tinamou_012.wav,Bartlett's Tinamou,song
bartlett's_tinamou_013.wav,Bartlett's Tinamou,song
bartlett's_tinamou_014.wav,Bartlett's Tinamou,song
bartlett's_tinamou_015.wav,Bartlett's Tinamou,song
bartlett's_tinamou_016.wav,Bartlett's Tinamou,song
bartlett's_tinamou_017.wav,Bartlett's Tinamou,song
bartlett's_tinamou_018.wav,Bartlett's Tinamou,song
bartlett's_tinamou_019.wav,Bartlett's Tinamou,song
bartlett's_tinamou_020.wav,Bartlett's Tinamou,song
bartlett's_tinamou_021.wav,Bartlett's Tinamou,song
bartlett's_tinamou_022.wav,Bartlett's Tinamou,song
bartlett's_tinamou_023.wav,Bartlett's Tinamou,song
bartlett's_tinamou_024.wav,Bartlett's Tinamou,song
bartlett's_tinamou_025.wav,Bartlett's Tinamou,song
bartlett's_tinamou_026.wav,Bartlett's Tinamou,song
bartlett's_tinamou_027.wav,Bartlett's Tinamou,song
bartlett's_tinamou_028.wav,Bartlett's Tinamou,song
bartlett's_tinamou_029.wav,Bartlett's Tinamou,song
bartlett's_tinamou_030.wav,Bartlett's Tinamou,song
bartlett's_tinamou_031.wav,Bartlett's Tinamou,song
bartlett's_tinamou_032.wav,Bartlett's Tinamou,song
bartlett's_tinamou_033.wav,Bartlett's Tinamou,song
bartlett's_tinamou_034.wav,Bartlett's Tinamou,song
bartlett's_tinamou_035.wav,Bartlett's Tinamou,song
bartlett's_tinamou_036.wav,Bartlett's Tinamou,song
bartlett's_tinamou_037.wav,Bartlett's Tinamou,song
bartlett's_tinamou_038.wav,Bartlett's Tinamou,song
bartlett's_tinamou_039.wav,Bartlett's Tinamou,song
bartlett's_tinamou_040.wav,Bartlett's Tinamou,song
bartlett's_tinamou_041.wav,Bartlett's Tinamou,song
bartlett's_tinamou_042.wav,Bartlett's Tinamou,song
bartlett's_tinamou_043.wav,Bartlett's Tinamou,song
bartlett's_tinamou_044.wav,Bartlett's Tinamou,song
bartlett's_tinamou_045.wav,Bartlett's Tinamou,song
bartlett's_tinamou_046.wav,Bartlett's Tinamou,song
